_id;Damage;Hostplant Family;Hostplant Genus;Hostplant Species;Hostplant Subspecies/var;HOSTS ID;Insect Author;Insect Family;Insect Genus;Insect Species;Insect Subspecies;Lab Rearing;Location
71886;;Euphorbiaceae;Ricinus;communis;;71886;Fabricius;Noctuidae;Spodoptera;litura;;;Afrotropical
71887;;Euphorbiaceae;Ricinus;communis;;71887;Fabricius;Noctuidae;Spodoptera;litura;;;East Africa
71890;;Euphorbiaceae;Ricinus;communis;;71890;Fabricius;Noctuidae;Spodoptera;litura;;;Mozambique
71894;;Rosaceae;Rosa;;;71894;Fabricius;Noctuidae;Spodoptera;litura;;;India
71905;;Solanaceae;Solanum;melongena;;71905;Fabricius;Noctuidae;Spodoptera;litura;;;Hong Kong
71911;;Solanaceae;Solanum;tuberosum;;71911;Fabricius;Noctuidae;Spodoptera;litura;;;India
71912;;Solanaceae;Solanum;tuberosum;;71912;Fabricius;Noctuidae;Spodoptera;litura;;;Indonesia
71924;;Sterculiaceae;Theobroma;cacao;;71924;Fabricius;Noctuidae;Spodoptera;litura;;;West Malaysia
71935;;Leguminosae (P);Vigna;radiata;;71935;Fabricius;Noctuidae;Spodoptera;litura;;;India
71943;;Violaceae;Viola;;;71943;Fabricius;Noctuidae;Spodoptera;litura;;;Australia
71945;;Vitaceae;Vitis;vinifera;;71945;Fabricius;Noctuidae;Spodoptera;litura;;;India
71959;on flowers/leaves;Cruciferae;Brassica;oleracea;;71959;Fabricius;Noctuidae;Spodoptera;litura;;;Andaman & Nicobar Is
71961;on forest trees;Polyphagous;;;;71961;Fabricius;Noctuidae;Spodoptera;litura;;;Indo-Australian
71962;on fruits;Solanaceae;Lycopersicon;esculentum;;71962;Fabricius;Noctuidae;Spodoptera;litura;;;East Africa
71964;on fruits/leaves;Solanaceae;Lycopersicon;esculentum;;71964;Fabricius;Noctuidae;Spodoptera;litura;;;Thailand
71969;on leaves;Amaranthaceae;Amaranthus;viridis;;71969;Fabricius;Noctuidae;Spodoptera;litura;;;Thailand
71970;on leaves;Leguminosae (P);Arachis;hypogaea;;71970;Fabricius;Noctuidae;Spodoptera;litura;;;Burma
71971;on leaves;Moraceae;Artocarpus;integer;;71971;Fabricius;Noctuidae;Spodoptera;litura;;;Oriental
71974;on leaves;Nyctaginaceae;Boerhavia;diffusa;;71974;Fabricius;Noctuidae;Spodoptera;litura;;;Thailand
71976;on leaves;Cruciferae;Brassica;;;71976;Fabricius;Noctuidae;Spodoptera;litura;;;Thailand
71981;on leaves;Casuarinaceae;Casuarina;equisetifolia;;71981;Fabricius;Noctuidae;Spodoptera;litura;;;Thailand
71982;on leaves;Casuarinaceae;Casuarina;junghuhniana;;71982;Fabricius;Noctuidae;Spodoptera;litura;;;Thailand
71984;on leaves;Araceae;Colocasia;antiquorum;;71984;Fabricius;Noctuidae;Spodoptera;litura;;;Thailand
70793;;Rosaceae;Rubus;idaeus;;70793;Fabricius;Noctuidae;Spodoptera;dolichos;;;Nearctic
71986;on leaves;Commelinaceae;Commelina;benghalensis;;71986;Fabricius;Noctuidae;Spodoptera;litura;;;Thailand
71987;on leaves;Dioscoreaceae;Dioscorea;;;71987;Fabricius;Noctuidae;Spodoptera;litura;;;Sri Lanka
71989;on leaves;Umbelliferae;Foeniculum;vulgare;;71989;Fabricius;Noctuidae;Spodoptera;litura;;;Sri Lanka
71996;on leaves;Malvaceae;Hibiscus;;;71996;Fabricius;Noctuidae;Spodoptera;litura;;;Sri Lanka
71997;on leaves;Convolvulaceae;Ipomoea;aquatica;;71997;Fabricius;Noctuidae;Spodoptera;litura;;;Thailand
72000;on leaves;Cucurbitaceae;Luffa;acutangula;;72000;Fabricius;Noctuidae;Spodoptera;litura;;;Sri Lanka
72001;on leaves;Solanaceae;Lycopersicon;esculentum;;72001;Fabricius;Noctuidae;Spodoptera;litura;;;Sri Lanka
72004;on leaves;Euphorbiaceae;Manihot;esculenta;;72004;Fabricius;Noctuidae;Spodoptera;litura;;;East Africa
72007;on leaves;Cucurbitaceae;Momordica;charantia;;72007;Fabricius;Noctuidae;Spodoptera;litura;;;Sri Lanka
72012;on leaves;Solanaceae;Nicotiana;tabacum;;72012;Fabricius;Noctuidae;Spodoptera;litura;;;Burma
72016;on leaves;Gramineae;Oryza;sativa;;72016;Fabricius;Noctuidae;Spodoptera;litura;;;India
72018;on leaves;Papaveraceae;Papaver;somniferum;;72018;Fabricius;Noctuidae;Spodoptera;litura;;;India
72039;on leaves;Compositae;Zinnia;violacea;;72039;Fabricius;Noctuidae;Spodoptera;litura;;;Thailand
72045;on vegetables;Polyphagous;;;;72045;Fabricius;Noctuidae;Spodoptera;litura;;;Indo-Australian
72046;on young leaves;Palmae;Elaeis;guineensis;;72046;Fabricius;Noctuidae;Spodoptera;litura;;;Sabah
71010;;Araucariaceae;Agathis;;;71010;Hübner;Noctuidae;Spodoptera;exigua;;;India
71013;;Alliaceae;Allium;;;71013;Hübner;Noctuidae;Spodoptera;exigua;;;Sri Lanka
71015;;Alliaceae;Allium;cepa;;71015;Hübner;Noctuidae;Spodoptera;exigua;;;Hawaii
71021;;Amaranthaceae;Amaranthus;;;71021;Hübner;Noctuidae;Spodoptera;exigua;;;East Africa
71027;;Amaranthaceae;Amaranthus;tricolor;;71027;Hübner;Noctuidae;Spodoptera;exigua;;;India
71028;;Leguminosae (P);Arachis;hypogaea;;71028;Hübner;Noctuidae;Spodoptera;exigua;;;Afrotropical
71032;;Asparagaceae;Asparagus;;;71032;Hübner;Noctuidae;Spodoptera;exigua;;;USA
71033;;Asparagaceae;Asparagus;officinalis;;71033;Hübner;Noctuidae;Spodoptera;exigua;;;Nearctic
71038;;Chenopodiaceae;Atriplex;;;71038;Hübner;Noctuidae;Spodoptera;exigua;;;Nearctic
71043;;Chenopodiaceae;Beta;vulgaris;;71043;Hübner;Noctuidae;Spodoptera;exigua;;;Nearctic
71005;;Gramineae;;;;71005;Hübner;Noctuidae;Spodoptera;exigua;;;Hong Kong
71044;;Chenopodiaceae;Beta;vulgaris;;71044;Hübner;Noctuidae;Spodoptera;exigua;;;Pantropical
71007;;Leguminosae;;;;71007;Hübner;Noctuidae;Spodoptera;exigua;;;Sudan
71051;;Cruciferae;Brassica;oleracea;;71051;Hübner;Noctuidae;Spodoptera;exigua;;;Hawaii
71008;;Polyphagous;;;;71008;Hübner;Noctuidae;Spodoptera;exigua;;;India
71058;;Solanaceae;Capsicum;annuum;;71058;Hübner;Noctuidae;Spodoptera;exigua;;;India
71017;;Alliaceae;Allium;cepa;;71017;Hübner;Noctuidae;Spodoptera;exigua;;;Pantropical
71059;;Solanaceae;Capsicum;annuum;;71059;Hübner;Noctuidae;Spodoptera;exigua;;;Nearctic
71023;;Amaranthaceae;Amaranthus;;;71023;Hübner;Noctuidae;Spodoptera;exigua;;;India
71066;;Cucurbitaceae;Citrullus;lanatus;;71066;Hübner;Noctuidae;Spodoptera;exigua;;;Spain
71029;;Leguminosae (P);Arachis;hypogaea;;71029;Hübner;Noctuidae;Spodoptera;exigua;;;India
71081;;Solanaceae;Datura;;;71081;Hübner;Noctuidae;Spodoptera;exigua;;;Hawaii
71034;;Asparagaceae;Asparagus;officinalis;;71034;Hübner;Noctuidae;Spodoptera;exigua;;;Spain
71085;;Labiatae;Elsholtzia;fruticosa;fruticosa;71085;Hübner;Noctuidae;Spodoptera;exigua;;;India
71035;;Asparagaceae;Asparagus;setaceus;;71035;Hübner;Noctuidae;Spodoptera;exigua;;;Nearctic
71092;;Leguminosae (P);Glycine;max;;71092;Hübner;Noctuidae;Spodoptera;exigua;;;Indonesia
71042;;Chenopodiaceae;Beta;vulgaris;;71042;Hübner;Noctuidae;Spodoptera;exigua;;;India
71096;;Malvaceae;Gossypium;;;71096;Hübner;Noctuidae;Spodoptera;exigua;;;Australia
71047;;Cruciferae;Brassica;;;71047;Hübner;Noctuidae;Spodoptera;exigua;;;Southern Africa
71098;;Malvaceae;Gossypium;;;71098;Hübner;Noctuidae;Spodoptera;exigua;;;India
71048;;Cruciferae;Brassica;;;71048;Hübner;Noctuidae;Spodoptera;exigua;;;Spain
71112;;Malvaceae;Hibiscus;;;71112;Hübner;Noctuidae;Spodoptera;exigua;;;Nearctic
71052;;Cruciferae;Brassica;oleracea;;71052;Hübner;Noctuidae;Spodoptera;exigua;;;India
71117;;Convolvulaceae;Ipomoea;batatas;;71117;Hübner;Noctuidae;Spodoptera;exigua;;;Nearctic
71060;;Solanaceae;Capsicum;annuum;;71060;Hübner;Noctuidae;Spodoptera;exigua;;;Spain
71119;;Compositae;Lactuca;sativa;;71119;Hübner;Noctuidae;Spodoptera;exigua;;;Nearctic
71061;;Cruciferae;Cardamine;;;71061;Hübner;Noctuidae;Spodoptera;exigua;;;Nearctic
71123;;Linaceae;Linum;usitatissimum;;71123;Hübner;Noctuidae;Spodoptera;exigua;;;Pantropical
71067;;Capparaceae;Cleome;;;71067;Hübner;Noctuidae;Spodoptera;exigua;;;Nearctic
71124;;Leguminosae (P);Lupinus;arizonicus;;71124;Hübner;Noctuidae;Spodoptera;exigua;;;Pantropical
71074;;Leguminosae (P);Crotalaria;juncea;;71074;Hübner;Noctuidae;Spodoptera;exigua;;;India
71136;;Leguminosae (P);Medicago;sativa;;71136;Hübner;Noctuidae;Spodoptera;exigua;;;Hawaii
71087;;Compositae;Geraea;canescens;;71087;Hübner;Noctuidae;Spodoptera;exigua;;;Pantropical
71137;;Leguminosae (P);Medicago;sativa;;71137;Hübner;Noctuidae;Spodoptera;exigua;;;India
71093;;Leguminosae (P);Glycine;max;;71093;Hübner;Noctuidae;Spodoptera;exigua;;;Nigeria
71140;;Leguminosae (P);Medicago;sativa;;71140;Hübner;Noctuidae;Spodoptera;exigua;;;Southern Africa
71095;;Malvaceae;Gossypium;;;71095;Hübner;Noctuidae;Spodoptera;exigua;;;Afrotropical
71149;;Solanaceae;Nicotiana;tabacum;;71149;Hübner;Noctuidae;Spodoptera;exigua;;;East Africa
71097;;Malvaceae;Gossypium;;;71097;Hübner;Noctuidae;Spodoptera;exigua;;;East Africa
71155;;Leguminosae (P);Phaseolus;;;71155;Hübner;Noctuidae;Spodoptera;exigua;;;Hawaii
71101;;Malvaceae;Gossypium;;;71101;Hübner;Noctuidae;Spodoptera;exigua;;;South Africa
71156;;Leguminosae (P);Phaseolus;;;71156;Hübner;Noctuidae;Spodoptera;exigua;;;Nearctic
71102;;Malvaceae;Gossypium;;;71102;Hübner;Noctuidae;Spodoptera;exigua;;;Southern Africa
71162;;Leguminosae (P);Pisum;sativum;;71162;Hübner;Noctuidae;Spodoptera;exigua;;;East Africa
71107;;Compositae;Helianthus;;;71107;Hübner;Noctuidae;Spodoptera;exigua;;;Nearctic
71163;;Leguminosae (P);Pisum;sativum;;71163;Hübner;Noctuidae;Spodoptera;exigua;;;Hawaii
71108;;Compositae;Helianthus;annuus;;71108;Hübner;Noctuidae;Spodoptera;exigua;;;India
71165;;Leguminosae (P);Pisum;sativum;;71165;Hübner;Noctuidae;Spodoptera;exigua;;;Nearctic
71111;;Compositae;Helianthus;annuus;;71111;Hübner;Noctuidae;Spodoptera;exigua;;;USA
71167;;Leguminosae (P);Pisum;sativum;;71167;Hübner;Noctuidae;Spodoptera;exigua;;;South Africa
71114;;Leguminosae (P);Indigofera;;;71114;Hübner;Noctuidae;Spodoptera;exigua;;;India
71168;;Plantaginaceae;Plantago;;;71168;Hübner;Noctuidae;Spodoptera;exigua;;;Finland
71120;;Leguminosae (P);Lathyrus;sativus;;71120;Hübner;Noctuidae;Spodoptera;exigua;;;India
71172;;Polygonaceae;Polygonum;;;71172;Hübner;Noctuidae;Spodoptera;exigua;;;Southern Africa
71121;;Leguminosae (P);Lens;culinaris;;71121;Hübner;Noctuidae;Spodoptera;exigua;;;India
71174;;Cruciferae;Raphanus;sativus;;71174;Hübner;Noctuidae;Spodoptera;exigua;;;India
71122;;Linaceae;Linum;usitatissimum;;71122;Hübner;Noctuidae;Spodoptera;exigua;;;India
71178;;Euphorbiaceae;Ricinus;communis;;71178;Hübner;Noctuidae;Spodoptera;exigua;;;Pantropical
71128;;Solanaceae;Lycopersicon;esculentum;;71128;Hübner;Noctuidae;Spodoptera;exigua;;;Spain
71184;;Solanaceae;Solanum;;;71184;Hübner;Noctuidae;Spodoptera;exigua;;;East Africa
71131;;Rosaceae;Malus;pumila;;71131;Hübner;Noctuidae;Spodoptera;exigua;;;Nearctic
71187;;Solanaceae;Solanum;tuberosum;;71187;Hübner;Noctuidae;Spodoptera;exigua;;;Hawaii
71132;;Malvaceae;Malva;;;71132;Hübner;Noctuidae;Spodoptera;exigua;;;Nearctic
71191;;Solanaceae;Solanum;tuberosum;;71191;Hübner;Noctuidae;Spodoptera;exigua;;;Southern Africa
71139;;Leguminosae (P);Medicago;sativa;;71139;Hübner;Noctuidae;Spodoptera;exigua;;;Pantropical
71202;;Aizoaceae;Tetragonia;;;71202;Hübner;Noctuidae;Spodoptera;exigua;;;Southern Africa
71143;;Leguminosae (P);Melilotus;indica;;71143;Hübner;Noctuidae;Spodoptera;exigua;;;Pantropical
71006;;Leguminosae;;;;71006;Hübner;Noctuidae;Spodoptera;exigua;;;Pantropical
71206;;Leguminosae (P);Vicia;faba;;71206;Hübner;Noctuidae;Spodoptera;exigua;;;Pantropical
71150;;Solanaceae;Nicotiana;tabacum;;71150;Hübner;Noctuidae;Spodoptera;exigua;;;Indonesia
71014;;Alliaceae;Allium;ascalonicum;;71014;Hübner;Noctuidae;Spodoptera;exigua;;;Indonesia
71215;;Gramineae;Zea;mays;;71215;Hübner;Noctuidae;Spodoptera;exigua;;;Nearctic
71157;;Leguminosae (P);Phaseolus;lunatus;;71157;Hübner;Noctuidae;Spodoptera;exigua;;;Pantropical
71018;;Alliaceae;Allium;fistulosum;;71018;Hübner;Noctuidae;Spodoptera;exigua;;;Indonesia
71218;;Gramineae;Zea;mays;;71218;Hübner;Noctuidae;Spodoptera;exigua;;;Spain
71160;;Leguminosae (P);Phaseolus;vulgaris;;71160;Hübner;Noctuidae;Spodoptera;exigua;;;Spain
71019;;Alliaceae;Allium;fistulosum;;71019;Hübner;Noctuidae;Spodoptera;exigua;;;Pantropical
71223;on grasses;Gramineae;;;;71223;Hübner;Noctuidae;Spodoptera;exigua;;;East Africa
71161;;Piperaceae;Piper;;;71161;Hübner;Noctuidae;Spodoptera;exigua;;;Hawaii
71024;;Amaranthaceae;Amaranthus;;;71024;Hübner;Noctuidae;Spodoptera;exigua;;;Southern Africa
71226;on greenhouse crops;Polyphagous;;;;71226;Hübner;Noctuidae;Spodoptera;exigua;;;Pantropical
71173;;Portulacaceae;Portulaca;oleracea;;71173;Hübner;Noctuidae;Spodoptera;exigua;;;Pantropical
71025;;Amaranthaceae;Amaranthus;retroflexus;;71025;Hübner;Noctuidae;Spodoptera;exigua;;;Nearctic
71228;on leaves;Alliaceae;Allium;ascalonicum;;71228;Hübner;Noctuidae;Spodoptera;exigua;;;Thailand
71181;;Pedaliaceae;Sesamum;;;71181;Hübner;Noctuidae;Spodoptera;exigua;;;Australia
71036;;Compositae;Aster;;;71036;Hübner;Noctuidae;Spodoptera;exigua;;;Hawaii
71234;on leaves;Linaceae;Linum;usitatissimum;;71234;Hübner;Noctuidae;Spodoptera;exigua;;;Burma
71197;;Chenopodiaceae;Spinacia;oleracea;;71197;Hübner;Noctuidae;Spodoptera;exigua;;;Hawaii
71049;;Cruciferae;Brassica;chinensis;;71049;Hübner;Noctuidae;Spodoptera;exigua;;;Hong Kong
71241;;Gramineae;;;;71241;Smith;Noctuidae;Spodoptera;frugiperda;;;Cosmopolitan
71201;;Aizoaceae;Tetragonia;;;71201;Hübner;Noctuidae;Spodoptera;exigua;;;East Africa
71050;;Cruciferae;Brassica;nigra;;71050;Hübner;Noctuidae;Spodoptera;exigua;;;India
71262;;Solanaceae;Atropa;bella-donna;;71262;Smith;Noctuidae;Spodoptera;frugiperda;;;Nearctic
71203;;Cucurbitaceae;Trichosanthes;dioica;;71203;Hübner;Noctuidae;Spodoptera;exigua;;;India
71054;;Cruciferae;Brassica;rapa;sarson;71054;Hübner;Noctuidae;Spodoptera;exigua;;;Pantropical
71263;;Gramineae;Avena;sativa;;71263;Smith;Noctuidae;Spodoptera;frugiperda;;;Nearctic
71209;;Leguminosae (P);Vigna;unguiculata;;71209;Hübner;Noctuidae;Spodoptera;exigua;;;Nigeria
71065;;Chenopodiaceae;Chenopodium;album;;71065;Hübner;Noctuidae;Spodoptera;exigua;;;Nearctic
71267;;Gramineae;Brachiaria;mutica;;71267;Smith;Noctuidae;Spodoptera;frugiperda;;;Cuba
71211;;Gramineae;Zea;;;71211;Hübner;Noctuidae;Spodoptera;exigua;;;Australia
71068;;Rubiaceae;Coffea;;;71068;Hübner;Noctuidae;Spodoptera;exigua;;;East Africa
71270;;Gramineae;Brachiaria;ramosa;;71270;Smith;Noctuidae;Spodoptera;frugiperda;;;Cosmopolitan
71213;;Gramineae;Zea;mays;;71213;Hübner;Noctuidae;Spodoptera;exigua;;;Hawaii
71069;;Tiliaceae;Corchorus;;;71069;Hübner;Noctuidae;Spodoptera;exigua;;;India
71272;;Cruciferae;Brassica;oleracea;;71272;Smith;Noctuidae;Spodoptera;frugiperda;;;Nearctic
71221;on field crops;Polyphagous;;;;71221;Hübner;Noctuidae;Spodoptera;exigua;;;Pantropical
71071;;Tiliaceae;Corchorus;capsularis;;71071;Hübner;Noctuidae;Spodoptera;exigua;;;Ghana
71275;;Solanaceae;Capsicum;annuum;;71275;Smith;Noctuidae;Spodoptera;frugiperda;;;Cuba
71224;on grasses;Gramineae;;;;71224;Hübner;Noctuidae;Spodoptera;exigua;;;Hawaii
71077;;Cucurbitaceae;Cucumis;sativus;;71077;Hübner;Noctuidae;Spodoptera;exigua;;;Pantropical
71277;;Solanaceae;Capsicum;frutescens;;71277;Smith;Noctuidae;Spodoptera;frugiperda;;;Puerto Rico
71229;on leaves;Alliaceae;Allium;cepa;;71229;Hübner;Noctuidae;Spodoptera;exigua;;;Indonesia
71080;;Leguminosae (P);Dalbergia;sissoo;;71080;Hübner;Noctuidae;Spodoptera;exigua;;;India
71280;;Juglandaceae;Carya;;;71280;Smith;Noctuidae;Spodoptera;frugiperda;;;Nearctic
71232;on leaves;Solanaceae;Capsicum;annuum;;71232;Hübner;Noctuidae;Spodoptera;exigua;;;Spain
71082;;Umbelliferae;Daucus;carota;;71082;Hübner;Noctuidae;Spodoptera;exigua;;;Hawaii
71288;;Compositae;Chrysothamnus;;;71288;Smith;Noctuidae;Spodoptera;frugiperda;;;Nearctic
71237;on leaves;Gramineae;Zea;mays;;71237;Hübner;Noctuidae;Spodoptera;exigua;;;India
71084;;Gramineae;Eleusine;coracana;;71084;Hübner;Noctuidae;Spodoptera;exigua;;;India
71290;;Cucurbitaceae;Citrullus;lanatus;;71290;Smith;Noctuidae;Spodoptera;frugiperda;;;Nearctic
71240;;Cruciferae;;;;71240;Smith;Noctuidae;Spodoptera;frugiperda;;;Cosmopolitan
71086;;Cruciferae;Eruca;vesicaria;sativa;71086;Hübner;Noctuidae;Spodoptera;exigua;;;India
71298;;Gramineae;Cynodon;;;71298;Smith;Noctuidae;Spodoptera;frugiperda;;;Cosmopolitan
71243;;Leguminosae;;;;71243;Smith;Noctuidae;Spodoptera;frugiperda;;;Cosmopolitan
71088;;Gisekiaceae;Gisekia;pharnacioides;;71088;Hübner;Noctuidae;Spodoptera;exigua;;;India
71308;;Gramineae;Eleusine;coracana;;71308;Smith;Noctuidae;Spodoptera;frugiperda;;;New World
71244;;Leguminosae;;;;71244;Smith;Noctuidae;Spodoptera;frugiperda;;;East Africa
71089;;Iridaceae;Gladiolus;;;71089;Hübner;Noctuidae;Spodoptera;exigua;;;Nearctic
71312;;Rosaceae;Fragaria;chiloensis;;71312;Smith;Noctuidae;Spodoptera;frugiperda;;;Nearctic
71255;;Leguminosae (P);Arachis;hypogaea;;71255;Smith;Noctuidae;Spodoptera;frugiperda;;;Cosmopolitan
71090;;Leguminosae (P);Glycine;max;;71090;Hübner;Noctuidae;Spodoptera;exigua;;;Burkina Faso
71316;;Leguminosae (P);Glycine;max;;71316;Smith;Noctuidae;Spodoptera;frugiperda;;;Cosmopolitan
71257;;Leguminosae (P);Arachis;hypogaea;;71257;Smith;Noctuidae;Spodoptera;frugiperda;;;Nearctic
71099;;Malvaceae;Gossypium;;;71099;Hübner;Noctuidae;Spodoptera;exigua;;;Indonesia
71324;;Gramineae;Hordeum;vulgare;;71324;Smith;Noctuidae;Spodoptera;frugiperda;;;Nearctic
71265;;Gramineae;Brachiaria;;;71265;Smith;Noctuidae;Spodoptera;frugiperda;;;Cosmopolitan
71103;;Malvaceae;Gossypium;herbaceum;;71103;Hübner;Noctuidae;Spodoptera;exigua;;;Nearctic
71358;;Leguminosae (P);Phaseolus;vulgaris;;71358;Smith;Noctuidae;Spodoptera;frugiperda;;;USA
71269;;Gramineae;Brachiaria;muticum;;71269;Smith;Noctuidae;Spodoptera;frugiperda;;;Puerto Rico
71104;;Caryophyllaceae;Gypsophila;;;71104;Hübner;Noctuidae;Spodoptera;exigua;;;Spain
71359;;Gramineae;Phleum;pratense;;71359;Smith;Noctuidae;Spodoptera;frugiperda;;;Nearctic
71273;;Cruciferae;Brassica;rapa;sarson;71273;Smith;Noctuidae;Spodoptera;frugiperda;;;Nearctic
71106;;Compositae;Helianthus;;;71106;Hübner;Noctuidae;Spodoptera;exigua;;;Hawaii
71360;;Leguminosae (P);Pisum;sativum;;71360;Smith;Noctuidae;Spodoptera;frugiperda;;;Nearctic
71292;;Rutaceae;Citrus;X nobilis;;71292;Smith;Noctuidae;Spodoptera;frugiperda;;;Nearctic
71113;;Malvaceae;Hibiscus;cannabinus;;71113;Hübner;Noctuidae;Spodoptera;exigua;;;India
71372;;Gramineae;Saccharum;officinarum;;71372;Smith;Noctuidae;Spodoptera;frugiperda;;;Nearctic
71300;;Cyperaceae;Cyperus;rotundus;;71300;Smith;Noctuidae;Spodoptera;frugiperda;;;Nearctic
71116;;Convolvulaceae;Ipomoea;batatas;;71116;Hübner;Noctuidae;Spodoptera;exigua;;;Hawaii
71374;;Gramineae;Saccharum;officinarum;;71374;Smith;Noctuidae;Spodoptera;frugiperda;;;USA
71302;;Compositae;Dahlia;pinnata;;71302;Smith;Noctuidae;Spodoptera;frugiperda;;;Nearctic
71125;;Solanaceae;Lycopersicon;;;71125;Hübner;Noctuidae;Spodoptera;exigua;;;Pantropical
71375;;Gramineae;Saccharum;officinarum;;71375;Smith;Noctuidae;Spodoptera;frugiperda;;;West Indies
71304;;Gramineae;Digitaria;sanguinalis;;71304;Smith;Noctuidae;Spodoptera;frugiperda;;;Nearctic
71130;;Rosaceae;Malus;pumila;;71130;Hübner;Noctuidae;Spodoptera;exigua;;;Israel
71380;;Solanaceae;Solanum;indicum;;71380;Smith;Noctuidae;Spodoptera;frugiperda;;;Puerto Rico
71307;;Gramineae;Eleusine;coracana;;71307;Smith;Noctuidae;Spodoptera;frugiperda;;;East Africa
71134;;Leguminosae (P);Medicago;;;71134;Hübner;Noctuidae;Spodoptera;exigua;;;Australia
71386;;Gramineae;Sorghum;bicolor;bicolor;71386;Smith;Noctuidae;Spodoptera;frugiperda;;;Nearctic
71313;;Geraniaceae;Geranium;;;71313;Smith;Noctuidae;Spodoptera;frugiperda;;;Nearctic
71146;;Solanaceae;Nicotiana;glauca;;71146;Hübner;Noctuidae;Spodoptera;exigua;;;Hawaii
71391;;Gramineae;Stenotaphrum;secundatum;;71391;Smith;Noctuidae;Spodoptera;frugiperda;;;Puerto Rico
71331;;Gramineae;Lolium;;;71331;Smith;Noctuidae;Spodoptera;frugiperda;;;Nearctic
71147;;Solanaceae;Nicotiana;glauca;;71147;Hübner;Noctuidae;Spodoptera;exigua;;;Nearctic
71392;;Leguminosae (P);Trifolium;;;71392;Smith;Noctuidae;Spodoptera;frugiperda;;;Nearctic
71336;;Leguminosae (P);Medicago;sativa;;71336;Smith;Noctuidae;Spodoptera;frugiperda;;;Cosmopolitan
71152;;Gramineae;Oryza;;;71152;Hübner;Noctuidae;Spodoptera;exigua;;;Australia
71397;;Ericaceae;Vaccinium;macrocarpon;;71397;Smith;Noctuidae;Spodoptera;frugiperda;;;Nearctic
71344;;Gramineae;Oryza;sativa;;71344;Smith;Noctuidae;Spodoptera;frugiperda;;;Cuba
71158;;Leguminosae (P);Phaseolus;vulgaris;;71158;Hübner;Noctuidae;Spodoptera;exigua;;;Nearctic
71406;;Gramineae;Zea;mays;;71406;Smith;Noctuidae;Spodoptera;frugiperda;;;Cosmopolitan
71356;;Leguminosae (P);Phaseolus;lunatus;;71356;Smith;Noctuidae;Spodoptera;frugiperda;;;Puerto Rico
71164;;Leguminosae (P);Pisum;sativum;;71164;Hübner;Noctuidae;Spodoptera;exigua;;;India
71410;;Gramineae;Zea;mays;;71410;Smith;Noctuidae;Spodoptera;frugiperda;;;USA
71364;;Gramineae;Poa;pratensis;;71364;Smith;Noctuidae;Spodoptera;frugiperda;;;Nearctic
71170;;Plantaginaceae;Plantago;;;71170;Hübner;Noctuidae;Spodoptera;exigua;;;Nearctic
71413;;Gramineae;Zoysia;;;71413;Smith;Noctuidae;Spodoptera;frugiperda;;;USA
71377;;Gramineae;Setaria;italica;;71377;Smith;Noctuidae;Spodoptera;frugiperda;;;Nearctic
71182;;Pedaliaceae;Sesamum;;;71182;Hübner;Noctuidae;Spodoptera;exigua;;;India
71422;on grain crops;Gramineae;;;;71422;Smith;Noctuidae;Spodoptera;frugiperda;;;East Africa
71385;;Gramineae;Sorghum;bicolor;bicolor;71385;Smith;Noctuidae;Spodoptera;frugiperda;;;Cuba
71190;;Solanaceae;Solanum;tuberosum;;71190;Hübner;Noctuidae;Spodoptera;exigua;;;Pantropical
71427;on leaves;Compositae;Baccharis;neglecta;;71427;Smith;Noctuidae;Spodoptera;frugiperda;;;USA
71390;;Chenopodiaceae;Spinacia;oleracea;;71390;Smith;Noctuidae;Spodoptera;frugiperda;;;Nearctic
71192;;Compositae;Sonchus;;;71192;Hübner;Noctuidae;Spodoptera;exigua;;;Hawaii
71436;;Leguminosae (P);Arachis;hypogaea;;71436;Walker;Noctuidae;Spodoptera;latifascia;;;New World
71394;;Leguminosae (P);Trifolium;repens;;71394;Smith;Noctuidae;Spodoptera;frugiperda;;;Nearctic
71194;;Gramineae;Sorghum;;;71194;Hübner;Noctuidae;Spodoptera;exigua;;;India
71405;;Gramineae;Zea;;;71405;Smith;Noctuidae;Spodoptera;frugiperda;;;Nearctic
71198;;Chenopodiaceae;Spinacia;oleracea;;71198;Hübner;Noctuidae;Spodoptera;exigua;;;Pantropical
71408;;Gramineae;Zea;mays;;71408;Smith;Noctuidae;Spodoptera;frugiperda;;;Nearctic
71199;;Chenopodiaceae;Spinacia;oleracea;;71199;Hübner;Noctuidae;Spodoptera;exigua;;;Southern Africa
71412;;Gramineae;Zea;mexicana;;71412;Smith;Noctuidae;Spodoptera;frugiperda;;;Nearctic
71207;;Leguminosae (P);Vigna;mungo;;71207;Hübner;Noctuidae;Spodoptera;exigua;;;India
71414;;Gramineae;Zoysia;matrella;;71414;Smith;Noctuidae;Spodoptera;frugiperda;;;Puerto Rico
71214;;Gramineae;Zea;mays;;71214;Hübner;Noctuidae;Spodoptera;exigua;;;India
71416;in fruits;Solanaceae;Solanum;melongena;;71416;Smith;Noctuidae;Spodoptera;frugiperda;;;Puerto Rico
71217;;Gramineae;Zea;mays;;71217;Hübner;Noctuidae;Spodoptera;exigua;;;Southern Africa
71417;in pods;Leguminosae (P);Phaseolus;vulgaris;;71417;Smith;Noctuidae;Spodoptera;frugiperda;;;Puerto Rico
71219;;Gramineae;Zoysia;;;71219;Hübner;Noctuidae;Spodoptera;exigua;;;West Malaysia
